LOC,CC,PC,Is_Long_Parameter_List
16,10,8,TRUE
15,2,7,TRUE
21,2,6,TRUE
13,2,8,TRUE
15,2,8,TRUE
36,8,5,TRUE
97,19,5,TRUE
90,25,5,TRUE
94,18,6,TRUE
24,2,6,TRUE
24,1,12,TRUE
38,9,8,TRUE
30,10,6,TRUE
16,4,7,TRUE
52,6,6,TRUE
52,3,5,TRUE
54,3,6,TRUE
75,10,5,TRUE
42,4,6,TRUE
26,2,6,TRUE
19,5,7,TRUE
22,2,7,TRUE
39,4,6,TRUE
35,3,6,TRUE
54,4,6,TRUE
11,4,7,TRUE
21,8,5,TRUE
284,67,5,TRUE
41,8,5,TRUE
42,6,9,TRUE
12,6,6,TRUE
8,5,7,TRUE
35,21,6,TRUE
33,9,6,TRUE
15,7,7,TRUE
33,8,6,TRUE
28,11,5,TRUE
17,6,5,TRUE
16,6,8,TRUE
104,26,5,TRUE
46,7,20,TRUE
37,11,5,TRUE
225,54,8,TRUE
71,8,9,TRUE
49,6,10,TRUE
24,10,6,TRUE
10,4,6,TRUE
31,13,6,TRUE
8,4,5,TRUE
7,4,7,TRUE
62,15,5,TRUE
69,9,5,TRUE
18,8,7,TRUE
45,3,6,TRUE
25,3,7,TRUE
20,6,7,TRUE
200,32,6,TRUE
50,7,6,TRUE
51,7,6,TRUE
20,2,13,TRUE
26,4,6,TRUE
44,12,6,TRUE
18,7,6,TRUE
9,3,7,TRUE
8,1,11,TRUE
15,2,11,TRUE
12,2,8,TRUE
53,9,7,TRUE
18,1,9,TRUE
51,3,5,TRUE
68,10,5,TRUE
104,13,5,TRUE
44,3,7,TRUE
79,12,5,TRUE
72,8,5,TRUE
42,3,5,TRUE
16,3,8,TRUE
21,2,5,TRUE
20,2,17,TRUE
293,96,8,TRUE
372,117,16,TRUE
530,154,12,TRUE
586,168,12,TRUE
504,147,12,TRUE
412,121,12,TRUE
324,101,12,TRUE
192,63,12,TRUE
152,53,12,TRUE
162,52,12,TRUE
108,37,10,TRUE
66,22,10,TRUE
54,18,10,TRUE
38,12,10,TRUE
38,12,8,TRUE
36,11,8,TRUE
65,31,5,TRUE
34,6,8,TRUE
66,33,5,TRUE
36,6,7,TRUE
19,1,14,TRUE
28,4,6,TRUE
12,2,9,TRUE
34,4,9,TRUE
8,3,8,TRUE
352,73,5,TRUE
44,12,5,TRUE
30,8,5,TRUE
44,9,7,TRUE
24,4,15,TRUE
50,13,6,TRUE
11,1,10,TRUE
21,2,9,TRUE
18,4,7,TRUE
9,2,12,TRUE
217,68,5,TRUE
33,10,15,TRUE
43,5,11,TRUE
44,6,5,TRUE
167,44,5,TRUE
18,2,8,TRUE
5,2,7,TRUE
5,2,9,TRUE
5,2,10,TRUE
5,2,11,TRUE
5,2,12,TRUE
5,2,13,TRUE
5,2,14,TRUE
56,11,5,TRUE
78,19,8,TRUE
24,8,5,TRUE
37,11,7,TRUE
23,3,6,TRUE
6,2,7,TRUE
6,1,10,TRUE
37,10,6,TRUE
90,5,6,TRUE
10,1,11,TRUE
20,5,8,TRUE
98,20,7,TRUE
37,7,12,TRUE
13,3,7,TRUE
16,3,9,TRUE
28,8,14,TRUE
55,7,7,TRUE
14,4,8,TRUE
46,16,5,TRUE
16,1,5,TRUE
44,10,6,TRUE
82,31,8,TRUE
43,9,5,TRUE
14,1,12,TRUE
79,14,7,TRUE
29,9,16,TRUE
7,3,8,TRUE
9,2,8,TRUE
48,13,12,TRUE
51,9,16,TRUE
11,4,9,TRUE
35,7,5,TRUE
37,16,6,TRUE
32,15,5,TRUE
56,18,7,TRUE
112,38,8,TRUE
18,8,5,TRUE
5,1,11,TRUE
5,1,12,TRUE
5,1,13,TRUE
5,1,14,TRUE
5,1,15,TRUE
5,1,16,TRUE
13,1,10,TRUE
16,2,9,TRUE
3,1,18,TRUE
40,8,6,TRUE
95,25,13,TRUE
6,1,13,TRUE
19,3,11,TRUE
17,2,12,TRUE
11,2,10,TRUE
23,1,19,TRUE
0,1,28,TRUE
0,1,16,TRUE
0,1,26,TRUE
29,7,10,TRUE
29,3,6,TRUE
0,1,20,TRUE
75,26,9,TRUE
11,1,7,TRUE
80,12,6,TRUE
17,3,9,TRUE
14,1,8,TRUE
17,1,10,TRUE
65,5,11,TRUE
70,17,5,TRUE
27,5,6,TRUE
44,11,5,TRUE
39,7,5,TRUE
80,22,5,TRUE
18,2,6,TRUE
41,9,5,TRUE
68,15,5,TRUE
30,6,5,TRUE
102,24,5,TRUE
95,22,10,TRUE
29,3,5,TRUE
52,10,6,TRUE
39,5,5,TRUE
31,1,6,TRUE
69,13,9,TRUE
24,7,12,TRUE
20,2,9,TRUE
37,5,9,TRUE
25,1,23,TRUE
21,1,19,TRUE
16,1,14,TRUE
24,1,9,TRUE
194,40,5,TRUE
25,2,20,TRUE
32,10,5,TRUE
10,5,6,TRUE
11,4,26,TRUE
14,1,13,TRUE
20,4,9,TRUE
29,2,20,TRUE
10,2,11,TRUE
6,1,18,TRUE
37,3,28,TRUE
6,1,11,TRUE
4,1,16,TRUE
28,5,12,TRUE
3,1,20,TRUE
3,1,27,TRUE
3,1,23,TRUE
4,1,28,TRUE
4,1,24,TRUE
4,1,26,TRUE
14,2,11,TRUE
39,4,28,TRUE
28,4,16,TRUE
21,3,11,TRUE
37,6,15,TRUE
17,2,11,TRUE
10,1,17,TRUE
96,15,5,TRUE
21,4,9,TRUE
12,1,12,TRUE
19,4,13,TRUE
4,1,12,TRUE
8,2,26,TRUE
4,2,12,TRUE
9,1,9,TRUE
19,3,12,TRUE
41,9,13,TRUE
13,3,9,TRUE
14,1,11,TRUE
14,1,10,TRUE
35,5,25,TRUE
6,1,19,TRUE
39,9,6,TRUE
21,2,18,TRUE
25,3,17,TRUE
3,1,22,TRUE
12,2,15,TRUE
21,3,22,TRUE
15,3,16,TRUE
8,1,15,TRUE
7,1,12,TRUE
7,1,18,TRUE
9,1,16,TRUE
13,2,16,TRUE
19,2,22,TRUE
17,1,15,TRUE
11,2,21,TRUE
13,4,13,TRUE
10,3,10,TRUE
10,4,11,TRUE
27,6,7,TRUE
114,28,5,TRUE
49,11,7,TRUE
50,11,13,TRUE
137,40,6,TRUE
21,4,16,TRUE
16,5,7,TRUE
89,26,5,TRUE
27,6,11,TRUE
27,9,6,TRUE
43,12,8,TRUE
17,4,8,TRUE
12,2,18,TRUE
34,9,10,TRUE
54,8,9,TRUE
19,5,10,TRUE
19,5,9,TRUE
34,12,6,TRUE
105,29,5,TRUE
20,3,11,TRUE
37,7,9,TRUE
12,3,15,TRUE
14,3,8,TRUE
19,5,13,TRUE
24,7,9,TRUE
72,17,5,TRUE
66,15,7,TRUE
9,5,5,TRUE
20,3,14,TRUE
24,4,7,TRUE
19,7,5,TRUE
44,13,6,TRUE
23,4,8,TRUE
51,12,5,TRUE
73,17,6,TRUE
244,57,11,TRUE
51,19,5,TRUE
132,28,7,TRUE
137,28,7,TRUE
22,2,5,TRUE
144,26,6,TRUE
142,33,5,TRUE
161,43,5,TRUE
28,5,7,TRUE
110,21,5,TRUE
52,16,6,TRUE
74,15,6,TRUE
21,1,5,TRUE
24,3,7,TRUE
10,3,8,TRUE
109,20,12,TRUE
40,4,5,TRUE
96,42,5,TRUE
54,7,5,TRUE
12,5,6,TRUE
160,5,6,TRUE
163,31,8,TRUE
47,13,6,TRUE
19,3,8,TRUE
25,1,19,TRUE
43,6,5,TRUE
8,1,12,TRUE
41,1,7,TRUE
53,1,9,TRUE
29,3,9,TRUE
30,7,6,TRUE
40,4,21,TRUE
47,5,8,TRUE
44,5,6,TRUE
104,7,5,TRUE
19,1,7,TRUE
46,7,5,TRUE
29,5,6,TRUE
83,25,5,TRUE
22,1,10,TRUE
39,6,5,TRUE
19,3,6,TRUE
72,15,5,TRUE
37,9,7,TRUE
54,14,6,TRUE
32,1,5,TRUE
20,2,5,TRUE
26,1,5,TRUE
27,1,7,TRUE
25,2,7,TRUE
28,2,5,TRUE
40,5,7,TRUE
18,1,5,TRUE
59,9,6,TRUE
41,7,6,TRUE
20,3,6,TRUE
91,10,6,TRUE
52,7,6,TRUE
34,9,15,TRUE
81,6,5,TRUE
70,16,6,TRUE
31,12,8,TRUE
149,1,6,TRUE
205,1,6,TRUE
125,1,6,TRUE
15,1,9,TRUE
70,8,7,TRUE
35,4,9,TRUE
25,8,6,TRUE
18,8,6,TRUE
24,1,5,TRUE
95,2,8,TRUE
109,5,8,TRUE
20,2,7,TRUE
22,4,10,TRUE
18,8,12,TRUE
35,8,11,TRUE
40,10,12,TRUE
39,9,12,TRUE
52,12,11,TRUE
56,12,11,TRUE
24,1,10,TRUE
15,6,6,TRUE
40,2,5,TRUE
44,11,6,TRUE
35,13,5,TRUE
38,13,5,TRUE
48,11,9,TRUE
12,3,8,TRUE
48,10,9,TRUE
19,3,13,TRUE
23,2,14,TRUE
14,9,9,TRUE
14,7,7,TRUE
10,2,9,TRUE
3,2,7,TRUE
3,2,9,TRUE
3,2,8,TRUE
4,2,13,TRUE
3,2,14,TRUE
12,5,9,TRUE
43,8,9,TRUE
10,1,13,TRUE
22,3,14,TRUE
30,7,7,TRUE
13,1,12,TRUE
35,9,7,TRUE
40,10,6,TRUE
22,6,8,TRUE
100,25,7,TRUE
57,13,7,TRUE
221,34,6,TRUE
126,7,7,TRUE
31,14,11,TRUE
28,6,11,TRUE
38,6,11,TRUE
30,5,13,TRUE
50,10,5,TRUE
56,3,5,TRUE
27,2,5,TRUE
100,12,5,TRUE
14,5,7,TRUE
43,7,6,TRUE
24,2,9,TRUE
100,20,9,TRUE
100,4,7,TRUE
99,16,6,TRUE
26,2,5,TRUE
91,10,11,TRUE
45,9,13,TRUE
70,5,5,TRUE
39,3,12,TRUE
27,4,8,TRUE
57,9,7,TRUE
45,3,5,TRUE
111,5,6,TRUE
40,1,5,TRUE
41,2,5,TRUE
23,1,7,TRUE
71,13,13,TRUE
159,18,11,TRUE
36,7,6,TRUE
44,6,6,TRUE
16,6,9,TRUE
30,9,6,TRUE
25,3,5,TRUE
29,8,5,TRUE
29,2,6,TRUE
56,8,5,TRUE
31,7,5,TRUE
16,1,13,TRUE
173,19,7,TRUE
25,2,5,TRUE
114,5,5,TRUE
111,10,6,TRUE
3,2,5,TRUE
28,10,7,TRUE
96,12,7,TRUE
21,7,6,TRUE
15,7,5,TRUE
63,22,5,TRUE
31,14,6,TRUE
34,9,6,TRUE
26,7,8,TRUE
14,6,5,TRUE
12,2,17,TRUE
11,2,9,TRUE
13,5,13,TRUE
127,41,5,TRUE
37,9,6,TRUE
18,5,7,TRUE
21,4,10,TRUE
81,23,6,TRUE
35,6,6,TRUE
53,19,5,TRUE
124,42,8,TRUE
15,4,9,TRUE
31,8,8,TRUE
21,8,8,TRUE
97,25,6,TRUE
35,12,7,TRUE
41,11,7,TRUE
12,7,6,TRUE
39,15,5,TRUE
25,7,8,TRUE
27,2,6,TRUE
15,1,8,TRUE
43,11,5,TRUE
10,7,6,TRUE
93,11,6,TRUE
32,9,5,TRUE
48,10,5,TRUE
43,2,5,TRUE
105,21,5,TRUE
90,18,6,TRUE
29,3,8,TRUE
37,6,5,TRUE
52,9,6,TRUE
47,4,6,TRUE
387,93,5,TRUE
248,35,8,TRUE
49,8,6,TRUE
63,10,5,TRUE
11,5,7,TRUE
187,45,6,TRUE
54,16,5,TRUE
120,10,6,TRUE
17,4,7,TRUE
89,6,6,TRUE
102,28,6,TRUE
49,6,7,TRUE
39,7,7,TRUE
130,15,7,TRUE
92,12,6,TRUE
28,1,26,TRUE
26,1,24,TRUE
23,1,21,TRUE
69,1,67,TRUE
20,8,6,TRUE
34,10,5,TRUE
56,2,7,TRUE
18,6,6,TRUE
55,1,5,TRUE
55,4,5,TRUE
33,7,7,TRUE
58,7,5,TRUE
54,1,5,TRUE
266,10,5,TRUE
52,12,5,TRUE
15,3,9,TRUE
100,23,8,TRUE
132,28,11,TRUE
45,5,8,TRUE
23,1,5,TRUE
43,10,5,TRUE
63,10,6,TRUE
39,3,5,TRUE
72,10,5,TRUE
51,15,5,TRUE
125,32,7,TRUE
26,5,7,TRUE
82,16,5,TRUE
14,3,7,TRUE
125,24,8,TRUE
105,27,7,TRUE
60,12,5,TRUE
25,8,5,TRUE
39,8,10,TRUE
103,18,5,TRUE
84,21,6,TRUE
36,5,5,TRUE
21,1,7,TRUE
50,1,5,TRUE
81,23,5,TRUE
114,27,5,TRUE
8,5,6,TRUE
52,11,6,TRUE
20,1,6,TRUE
22,7,6,TRUE
29,6,9,TRUE
28,9,8,TRUE
21,5,8,TRUE
20,2,11,TRUE
64,9,5,TRUE
52,13,5,TRUE
42,8,5,TRUE
87,24,9,TRUE
10,1,10,TRUE
11,1,12,TRUE
271,43,6,TRUE
30,6,6,TRUE
26,11,6,TRUE
61,17,5,TRUE
39,8,5,TRUE
8,3,9,TRUE
60,1,6,TRUE
58,7,7,TRUE
40,5,9,TRUE
83,16,5,TRUE
53,6,6,TRUE
40,8,5,TRUE
31,5,6,TRUE
32,6,8,TRUE
98,18,5,TRUE
40,12,5,TRUE
33,3,5,TRUE
32,7,5,TRUE
49,11,5,TRUE
28,9,5,TRUE
3,1,16,TRUE
57,9,8,TRUE
19,1,10,TRUE
80,12,7,TRUE
31,8,5,TRUE
40,8,7,TRUE
53,8,7,TRUE
45,7,9,TRUE
15,5,8,TRUE
28,12,6,TRUE
60,9,7,TRUE
47,8,8,TRUE
40,10,7,TRUE
29,6,8,TRUE
108,15,9,TRUE
72,12,7,TRUE
122,24,6,TRUE
38,7,9,TRUE
57,9,9,TRUE
59,11,7,TRUE
147,26,5,TRUE
49,10,7,TRUE
29,6,7,TRUE
48,1,5,TRUE
68,13,5,TRUE
25,5,7,TRUE
50,4,6,TRUE
79,5,7,TRUE
38,4,10,TRUE
113,8,11,TRUE
58,9,9,TRUE
17,5,12,TRUE
27,7,8,TRUE
49,5,6,TRUE
27,9,5,TRUE
14,3,11,TRUE
102,17,6,TRUE
188,41,6,TRUE
19,7,7,TRUE
65,13,7,TRUE
46,7,6,TRUE
47,4,5,TRUE
58,4,5,TRUE
80,17,5,TRUE
24,10,7,TRUE
26,6,7,TRUE
50,16,7,TRUE
85,16,5,TRUE
78,17,5,TRUE
94,25,6,TRUE
21,9,6,TRUE
85,18,5,TRUE
17,7,5,TRUE
20,1,5,TRUE
34,7,9,TRUE
16,2,13,TRUE
59,8,6,TRUE
8,2,14,TRUE
77,15,6,TRUE
20,7,8,TRUE
22,1,8,TRUE
20,1,7,TRUE
18,1,6,TRUE
28,1,11,TRUE
30,1,12,TRUE
43,12,6,TRUE
24,1,6,TRUE
23,9,6,TRUE
93,16,6,TRUE
20,1,9,TRUE
86,22,6,TRUE
45,12,5,TRUE
49,6,15,TRUE
13,10,6,TRUE
42,6,8,TRUE
21,6,7,TRUE
39,6,7,TRUE
24,4,11,TRUE
85,13,5,TRUE
94,21,5,TRUE
50,8,7,TRUE
25,6,6,TRUE
81,20,8,TRUE
51,9,7,TRUE
55,12,6,TRUE
80,17,10,TRUE
104,21,11,TRUE
163,35,13,TRUE
54,9,8,TRUE
41,8,6,TRUE
5,3,5,TRUE
56,7,5,TRUE
24,2,5,TRUE
22,1,7,TRUE
24,3,6,TRUE
48,5,8,TRUE
71,12,8,TRUE
31,6,10,TRUE
68,15,6,TRUE
73,16,9,TRUE
56,11,6,TRUE
53,10,6,TRUE
72,14,5,TRUE
26,8,7,TRUE
27,4,9,TRUE
36,10,8,TRUE
43,11,6,TRUE
40,6,6,TRUE
51,11,5,TRUE
22,1,5,TRUE
43,3,5,TRUE
16,2,10,TRUE
33,4,8,TRUE
126,17,5,TRUE
11,3,9,TRUE
7,2,8,TRUE
86,7,5,TRUE
115,30,5,TRUE
136,30,7,TRUE
15,5,6,TRUE
89,20,5,TRUE
66,5,5,TRUE
73,7,5,TRUE
31,3,6,TRUE
34,5,8,TRUE
75,13,7,TRUE
41,3,7,TRUE
31,1,7,TRUE
47,7,6,TRUE
40,8,8,TRUE
28,3,7,TRUE
45,10,10,TRUE
72,7,6,TRUE
47,6,6,TRUE
40,5,5,TRUE
24,1,8,TRUE
32,3,5,TRUE
33,2,7,TRUE
34,3,6,TRUE
20,1,8,TRUE
25,2,8,TRUE
41,4,6,TRUE
44,4,6,TRUE
33,4,7,TRUE
31,2,6,TRUE
41,3,5,TRUE
41,6,6,TRUE
26,7,9,TRUE
65,8,8,TRUE
16,1,9,TRUE
35,2,5,TRUE
21,1,9,TRUE
16,5,8,TRUE
15,5,7,TRUE
41,7,7,TRUE
38,4,7,TRUE
41,10,6,TRUE
16,5,12,TRUE
22,6,12,TRUE
16,4,10,TRUE
28,5,8,TRUE
43,7,5,TRUE
26,2,7,TRUE
30,8,7,TRUE
25,1,12,TRUE
86,6,5,TRUE
48,8,9,TRUE
29,5,11,TRUE
99,16,5,TRUE
28,4,10,TRUE
59,6,5,TRUE
44,7,6,TRUE
31,5,10,TRUE
75,16,7,TRUE
37,2,10,TRUE
34,2,6,TRUE
72,4,7,TRUE
77,11,17,TRUE
72,11,10,TRUE
58,11,6,TRUE
44,10,9,TRUE
105,21,6,TRUE
25,8,7,TRUE
72,20,6,TRUE
42,14,6,TRUE
40,3,6,TRUE
18,5,8,TRUE
106,21,6,TRUE
74,14,8,TRUE
69,10,7,TRUE
41,13,5,TRUE
25,4,13,TRUE
66,3,8,TRUE
78,20,6,TRUE
58,9,7,TRUE
52,6,17,TRUE
14,4,10,TRUE
20,4,12,TRUE
29,4,9,TRUE
36,9,6,TRUE
12,1,11,TRUE
44,3,5,TRUE
50,5,8,TRUE
370,68,10,TRUE
54,6,7,TRUE
35,5,11,TRUE
67,12,11,TRUE
59,8,13,TRUE
76,15,13,TRUE
43,9,15,TRUE
23,3,9,TRUE
52,10,10,TRUE
27,6,9,TRUE
62,7,8,TRUE
18,1,14,TRUE
36,5,7,TRUE
27,3,6,TRUE
74,12,6,TRUE
137,26,6,TRUE
116,25,10,TRUE
86,21,8,TRUE
49,10,5,TRUE
81,15,5,TRUE
83,21,5,TRUE
8,1,13,TRUE
22,3,12,TRUE
188,35,15,TRUE
36,5,12,TRUE
9,1,13,TRUE
125,19,9,TRUE
21,5,10,TRUE
117,24,6,TRUE
41,12,7,TRUE
69,16,6,TRUE
43,5,5,TRUE
19,2,13,TRUE
18,1,15,TRUE
6,1,14,TRUE
36,5,8,TRUE
45,4,5,TRUE
239,34,5,TRUE
56,9,11,TRUE
12,4,8,TRUE
48,15,5,TRUE
23,5,8,TRUE
12,4,7,TRUE
21,2,8,TRUE
45,9,10,TRUE
15,5,10,TRUE
14,2,9,TRUE
24,8,10,TRUE
56,11,7,TRUE
52,10,7,TRUE
18,5,10,TRUE
66,13,10,TRUE
33,10,7,TRUE
254,22,5,TRUE
34,1,5,TRUE
237,21,5,TRUE
192,20,5,TRUE
90,11,5,TRUE
18,1,8,TRUE
13,1,13,TRUE
76,7,6,TRUE
56,10,7,TRUE
55,13,6,TRUE
8,2,9,TRUE
23,7,9,TRUE
17,1,7,TRUE
13,2,11,TRUE
67,6,6,TRUE
19,2,8,TRUE
16,1,11,TRUE
31,11,7,TRUE
62,12,5,TRUE
75,19,5,TRUE
43,8,7,TRUE
97,20,5,TRUE
81,26,5,TRUE
56,13,7,TRUE
89,22,7,TRUE
150,58,5,TRUE
14,1,7,TRUE
41,14,5,TRUE
32,2,13,TRUE
15,1,10,TRUE
43,3,13,TRUE
73,3,23,TRUE
26,3,11,TRUE
113,24,8,TRUE
80,18,5,TRUE
17,11,11,TRUE
123,36,5,TRUE
147,38,6,TRUE
46,10,6,TRUE
76,28,6,TRUE
26,6,6,TRUE
49,3,5,TRUE
22,6,7,TRUE
23,6,6,TRUE
72,8,7,TRUE
51,7,7,TRUE
69,13,5,TRUE
26,7,6,TRUE
96,10,5,TRUE
104,24,7,TRUE
39,9,7,TRUE
36,18,6,TRUE
38,10,7,TRUE
76,18,6,TRUE
43,11,9,TRUE
41,4,8,TRUE
27,3,8,TRUE
48,12,5,TRUE
48,10,7,TRUE
53,19,6,TRUE
58,20,6,TRUE
67,15,7,TRUE
57,25,8,TRUE
39,12,8,TRUE
88,25,5,TRUE
77,25,5,TRUE
41,13,7,TRUE
27,2,8,TRUE
27,1,6,TRUE
10,2,10,TRUE
17,4,10,TRUE
11,5,6,TRUE
104,18,8,TRUE
66,11,5,TRUE
293,81,5,TRUE
62,10,7,TRUE
14,4,9,TRUE
66,8,5,TRUE
42,12,6,TRUE
194,41,5,TRUE
33,12,7,TRUE
96,18,6,TRUE
92,22,5,TRUE
135,22,5,TRUE
46,8,8,TRUE
71,14,5,TRUE
94,11,7,TRUE
199,29,6,TRUE
65,10,6,TRUE
41,5,6,TRUE
39,5,6,TRUE
105,11,6,TRUE
98,16,6,TRUE
123,26,6,TRUE
67,13,7,TRUE
83,10,6,TRUE
61,7,6,TRUE
55,8,8,TRUE
84,14,6,TRUE
31,5,7,TRUE
153,24,6,TRUE
47,10,5,TRUE
36,5,6,TRUE
27,4,7,TRUE
49,4,6,TRUE
85,9,6,TRUE
32,2,6,TRUE
94,15,6,TRUE
40,11,7,TRUE
62,6,9,TRUE
42,12,7,TRUE
24,8,8,TRUE
32,2,7,TRUE
38,10,5,TRUE
16,3,12,TRUE
45,15,5,TRUE
75,14,12,TRUE
92,13,10,TRUE
22,4,11,TRUE
41,15,5,TRUE
39,12,6,TRUE
135,19,5,TRUE
113,16,7,TRUE
137,19,5,TRUE
24,4,18,TRUE
40,4,16,TRUE
29,4,7,TRUE
178,23,5,TRUE
76,12,5,TRUE
53,15,11,TRUE
68,19,8,TRUE
44,9,6,TRUE
17,1,16,TRUE
49,4,5,TRUE
22,5,7,TRUE
32,4,8,TRUE
37,8,9,TRUE
52,8,14,TRUE
66,13,12,TRUE
48,4,11,TRUE
27,8,10,TRUE
32,8,11,TRUE
42,4,5,TRUE
52,5,6,TRUE
58,19,5,TRUE
13,10,5,TRUE
8,6,5,TRUE
9,6,5,TRUE
8,5,5,TRUE
33,5,7,TRUE
27,6,6,TRUE
87,13,6,TRUE
29,5,7,TRUE
23,9,7,TRUE
0,1,17,TRUE
95,13,6,TRUE
60,10,5,TRUE
65,20,6,TRUE
2,1,20,TRUE
50,5,5,TRUE
47,5,5,TRUE
17,4,9,TRUE
33,4,9,TRUE
21,9,5,TRUE
166,50,5,TRUE
24,7,6,TRUE
26,8,6,TRUE
67,17,6,TRUE
29,8,6,TRUE
71,7,5,TRUE
16,1,12,TRUE
9,2,11,TRUE
45,7,8,TRUE
49,7,10,TRUE
54,9,5,TRUE
52,12,9,TRUE
47,2,6,TRUE
2,1,12,TRUE
53,6,5,TRUE
38,6,7,TRUE
33,1,11,TRUE
2,1,11,TRUE
25,1,11,TRUE
26,9,5,TRUE
30,7,8,TRUE
41,16,5,TRUE
42,8,7,TRUE
22,1,6,TRUE
31,6,6,TRUE
313,93,5,TRUE
72,24,5,TRUE
70,19,5,TRUE
74,22,5,TRUE
109,11,5,TRUE
81,8,5,TRUE
80,7,5,TRUE
50,5,6,TRUE
7,5,13,TRUE
24,10,11,TRUE
33,2,5,TRUE
54,7,6,TRUE
69,8,5,TRUE
39,6,6,TRUE
45,8,5,TRUE
16,9,9,TRUE
17,3,8,TRUE
49,11,6,TRUE
524,168,8,TRUE
114,31,9,TRUE
78,13,9,TRUE
39,11,5,TRUE
32,1,7,TRUE
32,10,7,TRUE
67,18,6,TRUE
28,9,6,TRUE
46,16,6,TRUE
147,20,5,TRUE
64,16,5,TRUE
53,3,8,TRUE
28,6,9,TRUE
27,12,7,TRUE
47,22,5,TRUE
76,30,6,TRUE
70,34,6,TRUE
65,30,6,TRUE
53,25,6,TRUE
45,20,6,TRUE
37,15,6,TRUE
36,14,6,TRUE
33,11,6,TRUE
29,9,6,TRUE
30,19,5,TRUE
12,6,5,TRUE
41,20,5,TRUE
33,10,5,TRUE
57,4,5,TRUE
221,48,8,TRUE
67,17,7,TRUE
22,8,5,TRUE
31,16,5,TRUE
22,10,5,TRUE
46,14,9,TRUE
63,17,5,TRUE
28,5,11,TRUE
50,9,6,TRUE
25,10,5,TRUE
30,11,5,TRUE
18,4,10,TRUE
59,15,5,TRUE
63,12,6,TRUE
80,20,5,TRUE
68,24,5,TRUE
19,6,8,TRUE
17,9,5,TRUE
55,16,5,TRUE
326,99,5,TRUE
37,5,7,TRUE
146,25,5,TRUE
50,3,5,TRUE
38,7,7,TRUE
134,18,7,TRUE
55,9,5,TRUE
64,11,10,TRUE
31,4,7,TRUE
52,5,7,TRUE
39,5,7,TRUE
70,13,7,TRUE
75,14,6,TRUE
61,10,5,TRUE
49,12,6,TRUE
103,19,5,TRUE
79,14,6,TRUE
54,11,10,TRUE
57,12,10,TRUE
19,4,8,TRUE
24,5,8,TRUE
22,5,8,TRUE
35,6,8,TRUE
26,4,8,TRUE
34,6,9,TRUE
25,4,8,TRUE
37,3,14,TRUE
97,10,5,TRUE
35,6,15,TRUE
40,8,15,TRUE
47,12,5,TRUE
17,2,8,TRUE
98,10,5,TRUE
89,15,5,TRUE
135,19,9,TRUE
65,11,9,TRUE
78,10,5,TRUE
84,13,5,TRUE
66,14,5,TRUE
248,28,5,TRUE
233,43,10,TRUE
93,16,5,TRUE
59,7,5,TRUE
59,10,8,TRUE
131,17,5,TRUE
197,43,5,TRUE
64,15,5,TRUE
61,12,5,TRUE
116,19,5,TRUE
13,4,8,TRUE
74,14,10,TRUE
21,3,7,TRUE
69,12,10,TRUE
37,9,8,TRUE
32,4,7,TRUE
49,6,5,TRUE
85,11,10,TRUE
73,11,9,TRUE
128,22,9,TRUE
50,10,10,TRUE
9,2,10,TRUE
84,18,9,TRUE
85,16,9,TRUE
22,3,7,TRUE
76,14,10,TRUE
74,12,9,TRUE
9,3,10,TRUE
82,17,9,TRUE
85,17,9,TRUE
43,6,10,TRUE
97,24,10,TRUE
64,12,10,TRUE
71,13,10,TRUE
55,12,10,TRUE
138,16,10,TRUE
92,19,10,TRUE
15,3,10,TRUE
67,12,9,TRUE
60,2,5,TRUE
58,2,5,TRUE
17,5,10,TRUE
105,19,10,TRUE
145,30,10,TRUE
83,15,10,TRUE
20,6,8,TRUE
171,26,12,TRUE
92,15,12,TRUE
143,32,12,TRUE
67,13,12,TRUE
97,23,12,TRUE
64,9,12,TRUE
134,31,12,TRUE
191,21,12,TRUE
119,27,12,TRUE
135,31,12,TRUE
63,7,12,TRUE
47,1,12,TRUE
121,25,12,TRUE
75,11,12,TRUE
117,22,12,TRUE
40,10,8,TRUE
29,4,12,TRUE
9,3,12,TRUE
77,11,11,TRUE
124,21,11,TRUE
71,13,12,TRUE
8,3,12,TRUE
278,26,10,TRUE
72,14,10,TRUE
46,9,8,TRUE
83,10,12,TRUE
22,7,12,TRUE
34,8,10,TRUE
59,13,11,TRUE
54,12,12,TRUE
109,24,12,TRUE
62,11,12,TRUE
44,6,12,TRUE
22,2,15,TRUE
57,11,6,TRUE
52,15,5,TRUE
39,7,13,TRUE
110,7,10,TRUE
80,2,6,TRUE
41,10,5,TRUE
60,18,6,TRUE
77,19,6,TRUE
73,11,5,TRUE
46,6,8,TRUE
41,3,8,TRUE
76,15,7,TRUE
82,18,8,TRUE
46,5,8,TRUE
48,6,9,TRUE
50,7,9,TRUE
62,9,7,TRUE
86,12,7,TRUE
33,6,9,TRUE
33,4,6,TRUE
27,5,8,TRUE
20,3,7,TRUE
72,14,8,TRUE
17,2,10,TRUE
18,2,11,TRUE
30,3,7,TRUE
151,2,5,TRUE
64,13,5,TRUE
15,8,5,TRUE
71,11,5,TRUE
89,9,5,TRUE
17,8,5,TRUE
79,8,10,TRUE
290,49,11,TRUE
45,8,6,TRUE
55,5,8,TRUE
80,8,10,TRUE
316,52,11,TRUE
63,18,6,TRUE
72,6,6,TRUE
